algorithm,mode,seed,challenge_name,total_requirements,unmet_requirements,met_requirements,fitness,team_price,overall,chemistry,runtime_seconds,solution
umda,club,0,Equip ofensiu,6,0,6,0.32003372121949186,226100,78.50413223140495,29,24.246916199917905,399 16 914 460 811 11 894 560 510 689 963
umda,club,1,Bronce Básico,2,0,2,0.004206040013196166,2950,72.00826446280992,9,22.24643429997377,624 861 816 997 785 328 921 955 854 988 888
umda,club,1,Plata Versátil,2,0,2,0.003989180502598517,2800,78.00826446280992,10,22.260298699955456,399 698 501 756 638 465 407 198 293 688 888
umda,club,1,Liga Variada Económica,4,0,4,0.06378727991376204,24700,77.21487603305785,11,22.115008000051603,726 802 328 436 866 890 777 831 28 620 778
umda,club,1,Nación Única España,3,0,3,0.01440535037372992,4750,74.57851239669422,7,20.313759200042114,624 833 816 849 801 594 891 929 809 620 864
umda,club,1,Química Compacta,3,0,3,0.009946038290119709,3800,76.35537190082644,20,22.561972800060175,644 698 809 436 420 540 828 688 614 662 882
umda,club,1,Oro Premium,2,0,2,0.006546157619959238,4650,85.00826446280992,14,22.799822499975562,44 21 27 139 428 15 75 17 83 26 276
umda,club,1,Galácticos Sencillos,2,1,1,0.5376732651705703,4750,85.26446280991735,9,22.296188000007533,27 26 31 45 785 40 123 15 49 17 21
umda,club,1,Nación Única Brasil Elite,3,1,2,0.5506115333039246,13350,83.2396694214876,15,22.407448999932967,44 460 94 624 420 59 123 198 1 31 67
umda,club,1,Icon Flash,3,1,2,0.695155898159243,105900,84.70247933884298,11,23.24270990001969,27 145 31 436 16 21 123 198 222 15 67
umda,club,1,Multiliga Química,4,1,3,0.6357618527370972,26000,78.68595041322314,20,23.54064209992066,624 923 809 173 473 593 407 510 28 287 778
umda,club,1,Híbrido Budget,5,1,4,0.8104302122535949,13450,80.94214876033058,18,23.451117599965073,44 739 57 147 664 572 774 807 106 173 281
umda,club,1,Defensa de Hierro,3,0,3,0.0333541363289647,24050,82.0,22,22.79179190006107,27 460 215 624 785 123 683 15 28 416 755
umda,club,1,Extremos Prolíficos,4,0,4,0.010036342202974117,5300,80.21487603305785,24,23.211712500080466,399 871 315 139 785 829 833 198 614 15 67
umda,club,1,TriNación Elite,4,2,2,1.3853231885777226,14050,80.44628099173555,18,22.955803099903278,811 419 722 107 785 65 774 198 662 152 67
umda,club,1,Icon Thunder Squad,4,1,3,1.336520015229985,255650,85.0413223140496,14,23.373186800046824,18 26 351 436 16 812 123 284 27 11 15
umda,club,1,Liga y Nación Mixta,6,2,4,1.2662257981075984,41050,81.23140495867769,22,22.572001600055955,199 299 578 263 218 307 123 520 28 620 103
umda,club,1,Héroes de Champions,3,1,2,0.5667832677832462,27400,84.49586776859505,21,24.308907700004056,811 34 27 107 785 40 238 15 28 95 17
umda,club,1,Leyendas Supremas,7,3,4,2.5287968393855644,6150,82.29752066115702,10,23.768627199926414,27 419 94 161 785 236 407 507 42 686 15
umda,club,1,Selección Épica,6,1,5,0.9184070263693731,9250,80.44628099173553,18,24.191314100055024,234 739 523 135 61 126 595 191 204 819 457
umda,club,1,Equip ofensiu,6,0,6,0.03039613461914268,18250,78.39669421487604,28,24.67069140006788,20 981 722 139 785 896 691 689 83 968 67
umda,club,2,Bronce Básico,2,0,2,0.0041366966944249295,2900,72.00826446280992,10,22.809104099986143,713 988 969 293 572 790 989 659 998 877 1002
umda,club,2,Plata Versátil,2,0,2,0.005204628254347356,3600,78.01652892561984,8,22.800642199930735,713 335 449 208 573 494 776 615 659 466 544
umda,club,2,Liga Variada Económica,4,0,4,0.007143370463528599,3800,75.14049586776859,10,21.998500899993815,624 792 947 990 965 329 838 615 581 765 408
umda,club,2,Nación Única España,3,0,3,0.03662818027286527,17150,74.9504132231405,9,21.302526899962686,864 736 547 733 809 696 929 849 816 480 889
umda,club,2,Química Compacta,3,0,3,0.03375758836545199,6150,77.91735537190083,21,23.516731000039726,539 282 792 371 661 494 593 694 450 828 361
umda,club,2,Oro Premium,2,0,2,0.004285713755971454,2950,85.01652892561982,14,22.636756099993363,26 15 34 293 227 17 159 27 129 334 21
umda,club,2,Galácticos Sencillos,2,1,1,0.5428298148762623,5150,84.85950413223141,8,22.58019480004441,185 63 27 161 15 40 159 86 17 77 26
umda,club,2,Nación Única Brasil Elite,3,1,2,0.5490798962577039,21600,84.35537190082644,10,20.734314500004984,107 74 138 371 15 7 159 164 69 90 22
umda,club,2,Icon Flash,3,1,2,0.6886521465015375,106500,85.35537190082644,11,22.877726400038227,27 70 34 119 40 293 16 15 17 334 26
umda,club,2,Multiliga Química,4,1,3,1.0528454279234392,5100,78.02479338842976,10,23.490706000011414,202 634 543 689 439 236 351 819 522 358 913
umda,club,2,Híbrido Budget,5,0,5,0.016669267041120664,11200,80.0909090909091,25,23.41063070006203,544 440 852 647 215 293 159 335 273 287 52
umda,club,2,Defensa de Hierro,3,0,3,0.05526016736801805,39700,82.01652892561982,21,22.8491945998976,188 179 390 208 549 521 295 215 832 28 3
umda,club,2,Extremos Prolíficos,4,0,4,0.035390465924062794,20900,80.51239669421487,24,23.814470799989067,606 646 27 328 227 293 858 725 30 284 301
umda,club,2,TriNación Elite,4,2,2,1.3985133279577933,19300,83.44628099173555,17,22.915217900066637,31 2 156 293 227 107 153 105 659 287 44
umda,club,2,Icon Thunder Squad,4,1,3,1.4101358300883502,255600,85.00826446280992,12,22.91007010010071,27 18 371 11 540 15 16 615 305 317 17
umda,club,2,Liga y Nación Mixta,6,2,4,1.3460580353169167,15900,81.2892561983471,19,22.94185359997209,199 736 487 208 638 223 238 788 21 637 15
umda,club,2,Héroes de Champions,3,1,2,0.54577441596731,5950,83.73553719008264,21,23.621459600050002,107 108 34 371 638 293 238 27 15 334 17
umda,club,2,Leyendas Supremas,7,2,5,2.0275846821509393,10100,82.85950413223141,10,21.45631549996324,332 329 34 271 227 49 25 301 27 287 254
umda,club,2,Selección Épica,6,1,5,0.8125822663918152,8700,80.0413223140496,21,23.52444489998743,504 739 303 61 572 192 153 415 450 602 116
umda,club,2,Equip ofensiu,6,0,6,0.06589603448351128,22150,80.74380165289257,20,23.423321399954148,107 356 438 366 399 494 858 615 450 105 3
umda,club,3,Bronce Básico,2,0,2,0.0036058525761042924,2600,72.0,9,22.792145199957304,884 797 988 986 954 691 876 415 372 871 963
umda,club,3,Plata Versátil,2,0,2,0.004584417731911078,3000,78.03305785123968,9,22.763014299911447,713 465 790 38 444 551 334 247 639 801 986
umda,club,3,Liga Variada Económica,4,0,4,0.009963752356096787,3450,75.38842975206612,12,22.874009100021794,700 873 756 858 329 921 407 415 680 871 882
umda,club,3,Nación Única España,3,0,3,0.02654000521693469,4400,75.51239669421487,7,21.60813579999376,840 539 809 814 891 858 492 643 680 788 828
umda,club,3,Química Compacta,3,0,3,0.0038832258511892377,2800,76.0,18,23.514311200007796,884 624 451 78 830 531 988 618 372 871 963
umda,club,3,Oro Premium,2,0,2,0.013148086550844955,9200,85.03305785123968,16,23.19152390002273,460 4 17 15 195 227 34 26 372 488 21
umda,club,3,Galácticos Sencillos,2,1,1,0.5418748398943003,4800,84.90082644628099,8,22.523692599963397,45 69 21 37 35 371 334 15 17 196 26
umda,club,3,Nación Única Brasil Elite,3,1,2,0.5514693819926982,6000,82.28925619834712,10,21.515152300009504,328 69 129 109 288 293 334 90 15 357 174
umda,club,3,Icon Flash,3,1,2,0.6952746813518673,105450,84.63636363636364,14,23.45732919999864,713 77 70 21 855 16 64 15 98 17 26
umda,club,3,Multiliga Química,4,1,3,0.7458567367034187,13400,78.0,17,23.435622800025158,713 77 160 582 691 481 515 305 372 877 963
umda,club,3,Híbrido Budget,5,0,5,0.011704837011681134,6950,80.16528925619835,25,23.49850260000676,200 797 128 253 791 270 311 91 98 678 882
umda,club,3,Defensa de Hierro,3,0,3,0.007073018514666112,5100,82.0,21,22.888858399935998,539 69 208 37 167 109 334 284 372 343 48
umda,club,3,Extremos Prolíficos,4,0,4,0.00786975748750255,5600,80.00826446280992,23,24.024464200017974,158 395 532 460 785 227 137 65 680 801 357
umda,club,3,TriNación Elite,4,2,2,1.2790096112132159,8750,78.59504132231405,21,24.67710869992152,713 539 790 896 855 227 376 65 639 488 153
umda,club,3,Icon Thunder Squad,4,2,2,2.103303024575923,140900,85.0413223140496,16,23.51947790000122,673 77 18 15 9 16 639 47 481 196 17
umda,club,3,Liga y Nación Mixta,6,2,4,1.2685890080363256,8300,80.42975206611571,21,23.338023900054395,482 84 208 332 234 691 99 360 618 273 271
umda,club,3,Héroes de Champions,3,2,1,1.5496089493313372,14400,84.42148760330578,20,24.02559440000914,696 4 307 15 35 17 34 86 127 488 71
umda,club,3,Leyendas Supremas,7,2,5,2.0381237409009407,15500,82.60330578512396,14,21.6019004000118,74 69 80 49 384 293 25 284 372 191 153
umda,club,3,Selección Épica,6,1,5,0.9101580870069534,7250,80.00826446280992,18,23.125512299942784,232 504 61 646 236 585 621 264 204 808 122
umda,club,3,Equip ofensiu,6,0,6,0.00799775773772039,4850,78.09917355371901,18,24.312156400061212,713 539 108 460 236 743 790 305 659 893 357
umda,club,4,Bronce Básico,2,0,2,0.0034671659385618198,2500,72.0,6,22.424554500030354,816 955 857 771 951 982 883 927 788 247 974
umda,club,4,Plata Versátil,2,0,2,0.004784688995215311,3450,78.0,10,22.27990950003732,863 460 805 804 422 828 334 572 372 461 206
umda,club,4,Liga Variada Económica,4,0,4,0.017958406616613336,4050,75.92561983471074,10,22.855374399921857,989 366 461 766 882 777 532 560 505 881 724
umda,club,4,Nación Única España,3,0,3,0.04105064839410578,3750,76.65289256198346,18,22.83545289991889,816 460 811 683 540 592 334 840 891 494 788
umda,club,4,Química Compacta,3,0,3,0.007813731237904308,4850,76.08264462809917,21,23.198773300042376,981 809 811 869 471 550 578 597 801 680 476
umda,club,4,Oro Premium,2,0,2,0.004743231331907092,3350,85.00826446280992,16,22.403965099947527,48 21 137 139 227 134 26 15 372 17 27
umda,club,4,Galácticos Sencillos,2,1,1,0.5459775574073852,8300,84.96694214876032,8,21.386128399986774,44 17 31 22 38 288 26 104 48 49 50
umda,club,4,Nación Única Brasil Elite,3,1,2,0.5505809665344453,12150,83.099173553719,13,21.949891299940646,65 124 31 22 138 332 334 42 293 211 94
umda,club,4,Icon Flash,3,1,2,0.6822158965627176,103600,85.57024793388429,11,22.253885700018145,16 17 31 15 38 551 532 115 26 21 27
umda,club,4,Multiliga Química,4,1,3,0.7003156333299874,12650,78.07438016528926,18,22.38204619998578,274 275 646 294 446 550 775 134 505 535 997
umda,club,4,Híbrido Budget,5,0,5,0.023375711557009654,13950,80.32231404958678,25,24.213175300043076,739 852 327 585 653 469 136 104 29 354 151
umda,club,4,Defensa de Hierro,3,0,3,0.0069278741844665094,4850,82.01652892561984,22,23.775148599990644,274 539 293 139 42 551 26 15 372 680 553
umda,club,4,Extremos Prolíficos,4,0,4,0.008353742332835423,5800,80.02479338842976,23,23.737655200064182,48 255 805 139 551 332 40 510 801 680 812
umda,club,4,TriNación Elite,4,2,2,1.3560189656842265,24200,80.74380165289257,19,23.755078500020318,792 64 19 139 156 487 376 762 801 247 355
umda,club,4,Icon Thunder Squad,4,2,2,1.9547333366212696,166250,85.16528925619835,21,23.736461500055157,16 57 18 15 36 24 532 17 313 688 50
umda,club,4,Liga y Nación Mixta,6,2,4,1.312225566542188,20000,81.3801652892562,20,23.454431199934334,89 21 332 543 578 240 425 234 148 211 204
umda,club,4,Héroes de Champions,3,1,2,0.5502515162601388,5000,83.23140495867769,20,24.166060299961828,44 27 122 139 34 15 334 383 690 247 177
umda,club,4,Leyendas Supremas,7,2,5,2.031131322737314,10600,82.6198347107438,14,21.720457799965516,263 366 40 22 227 81 362 74 372 211 94
umda,club,4,Selección Épica,6,1,5,0.8356860418203251,12100,81.51239669421487,21,23.582621600013226,263 21 543 49 470 61 509 383 204 585 177
umda,club,4,Equip ofensiu,6,0,6,0.035141060312684935,6850,80.0,19,23.255036999937147,44 864 234 139 254 828 40 560 908 434 297
