algorithm,mode,seed,challenge_name,total_requirements,unmet_requirements,met_requirements,fitness,team_price,overall,chemistry,runtime_seconds,solution
umda_structured_no_price,club,3,Química Compacta,3,0,3,0.001304915180513344,9050,76.09917355371901,22,1.9279654999263585,657 637 733 691 624 717 578 654 510 615 873
umda_structured_no_price,club,3,Oro Premium,2,0,2,0.0,138450,85.0,13,1.9971622000448406,19 16 147 33 4 55 2 507 23 840 503
umda_structured_no_price,club,3,Galácticos Sencillos,2,0,2,0.0,465150,88.0,13,1.957250599982217,5 0 139 6 22 18 64 28 15 3 8
umda_structured_no_price,club,3,Nación Única Brasil Elite,3,1,2,0.5055737074764559,161450,85.52066115702479,22,1.9401032999157906,84 69 1 7 126 11 20 154 23 159 44
umda_structured_no_price,club,3,Icon Flash,3,1,2,0.50993592719844,329300,88.11570247933884,12,1.8923892999300733,4 6 75 9 7 11 16 28 15 0 3
umda_structured_no_price,club,3,Multiliga Química,4,0,4,0.01568128840856109,126800,79.22314049586777,22,2.0918061999836937,16 263 451 441 592 551 880 481 28 620 990
umda_structured_no_price,club,3,Híbrido Budget,5,0,5,0.00010330578512407484,114950,80.00826446280992,25,1.9775705999927595,472 16 397 270 653 587 346 129 758 820 362
umda_structured_no_price,club,3,Defensa de Hierro,3,0,3,0.0,21800,82.0,19,1.9247859999304637,133 116 369 33 227 123 195 91 74 154 865
umda_structured_no_price,club,3,Extremos Prolíficos,4,0,4,0.0,17200,80.0,26,2.1278393999673426,124 848 211 594 828 227 84 560 25 615 875
umda_structured_no_price,club,3,TriNación Elite,4,1,3,0.5334335086401203,254500,85.05785123966942,33,2.1530606999294832,20 16 33 156 11 7 99 64 25 526 361
umda_structured_no_price,club,3,Icon Thunder Squad,4,0,4,9.722897423425358e-05,268250,85.00826446280992,27,2.0952985999174416,37 16 307 18 38 11 99 154 129 23 244
umda_structured_no_price,club,3,Liga y Nación Mixta,6,1,5,0.5058620026907552,54450,85.49586776859505,30,2.3362367999507114,27 15 33 55 22 536 238 28 25 23 12
umda_structured_no_price,club,3,Héroes de Champions,3,0,3,0.0001899876508026921,196850,87.01652892561984,22,2.1561078000813723,21 43 6 33 11 7 34 28 15 27 12
umda_structured_no_price,club,3,Leyendas Supremas,7,1,6,1.5001967729240455,26000,84.01652892561982,20,2.6047875999938697,328 4 27 293 254 304 34 25 68 40 362
umda_structured_no_price,club,3,Selección Épica,6,0,6,0.004132231404958775,30550,80.3305785123967,30,2.2367059000534937,370 199 225 664 248 121 325 482 520 23 795
umda_structured_no_price,club,3,Equip ofensiu,6,0,6,0.0,6400,78.0,20,2.1621209000004455,328 492 833 388 369 382 594 502 499 434 875
umda_structured_no_price,club,4,Bronce Básico,2,0,2,0.006542699724517931,10150,72.47107438016529,7,2.0077714000362903,816 854 863 841 855 839 965 828 725 918 993
umda_structured_no_price,club,4,Plata Versátil,2,0,2,0.0,6250,78.0,10,1.93996679992415,492 373 802 299 554 635 346 358 387 829 865
umda_structured_no_price,club,4,Liga Variada Económica,4,0,4,0.0008815426997244025,44600,75.06611570247934,15,2.0387974999612197,740 824 733 718 638 785 732 767 817 730 991
umda_structured_no_price,club,4,Nación Única España,3,0,3,0.010833147196783743,37450,74.80165289256199,27,1.9671610000077635,858 740 732 744 828 736 840 788 762 812 853
umda_structured_no_price,club,4,Química Compacta,3,0,3,0.0011961722488038617,14300,76.0909090909091,22,2.2452154000056908,599 657 746 689 661 624 648 654 614 604 679
umda_structured_no_price,club,4,Oro Premium,2,0,2,0.0,166100,85.0,23,2.4310482000000775,328 44 46 160 11 10 120 68 30 23 27
umda_structured_no_price,club,4,Galácticos Sencillos,2,0,2,0.0,234000,88.0,10,2.258308900054544,9 2 492 11 24 3 12 15 28 1 0
umda_structured_no_price,club,4,Nación Única Brasil Elite,3,1,2,0.5028829521429945,178000,85.75206611570248,24,2.1421860000118613,107 0 33 22 646 11 99 25 154 23 4
umda_structured_no_price,club,4,Icon Flash,3,1,2,0.5146717429659207,316700,87.69421487603306,23,2.6758406999288127,0 16 19 33 11 7 15 28 13 4 3
umda_structured_no_price,club,4,Multiliga Química,4,0,4,0.006993006993007089,31050,78.54545454545455,25,2.0888861001003534,474 275 483 388 195 456 772 400 434 783 408
umda_structured_no_price,club,4,Híbrido Budget,5,0,5,0.0,20700,80.0,25,2.009242899948731,544 224 328 139 469 332 136 273 817 119 750
umda_structured_no_price,club,4,Defensa de Hierro,3,0,3,0.0,25350,82.0,18,2.0461321000475436,56 131 139 22 150 732 174 129 198 596 244
umda_structured_no_price,club,4,Extremos Prolíficos,4,0,4,0.0,28550,80.0,25,2.135945799993351,538 164 197 733 494 42 243 301 377 788 375
umda_structured_no_price,club,4,TriNación Elite,4,1,3,0.5260142749812172,279550,85.71074380165288,29,2.1283373000333086,84 16 137 254 11 55 64 25 28 33 0
umda_structured_no_price,club,4,Icon Thunder Squad,4,0,4,0.0002916869227029828,283950,85.02479338842976,29,2.096800900064409,16 192 136 351 18 11 121 30 162 287 12
umda_structured_no_price,club,4,Liga y Nación Mixta,6,1,5,0.5110513165481454,63450,85.0495867768595,31,2.022822199971415,43 41 10 139 22 6 121 25 148 488 50
umda_structured_no_price,club,4,Héroes de Champions,3,1,2,0.5012349197302174,184450,86.89256198347108,21,2.494053900009021,27 34 33 11 15 7 14 28 13 23 12
umda_structured_no_price,club,4,Leyendas Supremas,7,1,6,1.5034435261707988,32900,84.2892561983471,24,2.320176500012167,34 27 315 49 160 7 849 68 191 138 4
umda_structured_no_price,club,4,Selección Épica,6,0,6,0.002272727272727426,108200,80.18181818181819,30,3.135981800034642,16 274 543 585 329 578 676 204 301 222 837
umda_structured_no_price,club,4,Equip ofensiu,6,0,6,0.00031786395422761515,19900,78.02479338842976,20,3.529568300000392,830 212 706 500 483 429 592 418 502 400 628
