algorithm,mode,seed,challenge_name,total_requirements,unmet_requirements,met_requirements,fitness,team_price,overall,chemistry,runtime_seconds,solution
umda,bd,2,Galácticos Sencillos,2,1,1,0.5064518265400367,181700,87.81818181818181,10,26.20738130004611,10 2 27 11 7 75 65 9 15 4 3
umda,bd,2,Nación Única Brasil Elite,3,1,2,0.5145944788810592,166700,85.0909090909091,10,26.058715100050904,31 809 371 11 67 7 153 415 0 4 408
umda,bd,2,Icon Flash,3,1,2,0.5287311499939025,151600,86.76859504132231,11,24.381182099925354,27 15 17 833 13 7 16 305 5 334 3
umda,bd,2,Multiliga Química,4,1,3,0.5951806077976178,14550,78.30578512396694,20,26.074330399977043,864 507 971 681 371 7 929 415 129 195 886
umda,bd,2,Híbrido Budget,5,0,5,0.007515529530044693,144450,80.32231404958678,26,26.232623300049454,199 739 852 11 227 24 714 887 273 602 628
umda,bd,2,Defensa de Hierro,3,0,3,0.000832140223066301,30300,82.0082644628099,21,25.579643800039776,43 822 584 293 227 56 763 694 450 54 3
umda,bd,2,Extremos Prolíficos,4,1,3,0.5899031528185374,10800,80.21487603305785,21,25.65312829997856,648 96 479 328 227 49 858 191 415 74 896
umda,bd,2,TriNación Elite,4,2,2,1.6094124837945043,175650,84.02479338842976,11,23.723732299986295,25 417 966 11 2 227 153 415 0 287 84
umda,bd,2,Icon Thunder Squad,4,1,3,0.9218048148225073,584400,85.02479338842976,16,26.22697800002061,754 18 27 11 436 293 16 8 15 765 693
umda,bd,2,Liga y Nación Mixta,6,2,4,1.489113855642821,31650,83.69421487603306,14,27.212833700003102,43 811 390 208 19 51 159 282 21 139 4
umda,bd,2,Héroes de Champions,3,1,2,0.5067986441127525,163600,86.75206611570248,20,28.441833300050348,27 108 34 11 2 7 238 191 15 23 3
umda,bd,2,Leyendas Supremas,7,2,5,2.7003156203505094,9000,84.00826446280992,3,23.735757599934004,27 198 34 271 287 49 25 301 15 195 81
umda,bd,2,Selección Épica,6,1,5,0.5770286283944042,22700,80.78512396694215,28,25.578712800052017,188 739 886 271 572 147 807 191 115 602 3
umda,bd,2,Equip ofensiu,6,1,5,1.5136051810520246,14950,79.03305785123968,21,26.419849100057036,332 163 438 336 399 293 583 694 305 680 657
umda,bd,3,Bronce Básico,2,0,2,6.758387641805455e-05,2800,72.0,9,24.498355599935167,884 911 809 780 954 858 923 992 372 488 963
umda,bd,3,Plata Versátil,2,0,2,9.896210475500845e-05,4100,78.0,13,24.830692199990153,328 501 790 581 903 481 334 305 475 488 418
umda,bd,3,Liga Variada Económica,4,0,4,0.0052073895428515005,24000,75.34710743801654,10,24.32212000002619,848 420 830 627 329 619 775 897 618 871 966
umda,bd,3,Nación Única España,3,0,3,0.02171688660432005,11350,75.58677685950414,10,24.700034399982542,848 681 809 801 891 805 853 305 372 788 858
umda,bd,3,Química Compacta,3,0,3,0.00048394882935071207,20050,76.0,21,27.790903700049967,460 907 932 590 691 531 550 770 372 828 882
umda,bd,3,Oro Premium,2,0,2,0.000967371383116706,36050,85.00826446280992,17,24.520826900028624,49 4 28 15 22 145 45 17 372 488 822
umda,bd,3,Galácticos Sencillos,2,1,1,0.5133993803058321,80450,86.99173553719008,11,25.486978499917313,92 2 18 4 22 66 99 284 3 15 17
umda,bd,3,Nación Única Brasil Elite,3,1,2,0.5311563790343758,32700,83.38842975206612,13,23.791264300001785,74 4 67 31 483 105 121 68 65 488 153
umda,bd,3,Icon Flash,3,1,2,0.5365833492973491,161450,86.0909090909091,11,25.04544719995465,848 2 70 18 9 16 334 15 25 17 398
umda,bd,3,Multiliga Química,4,0,4,0.0009239176552058273,7550,78.05785123966942,22,24.836101799970493,713 465 70 689 384 481 64 379 846 934 963
umda,bd,3,Híbrido Budget,5,0,5,0.003476435409323318,11350,80.25619834710744,27,26.55783549998887,852 69 108 332 791 216 311 15 618 488 882
umda,bd,3,Defensa de Hierro,3,0,3,0.00015206372194062273,6300,82.0,18,24.273849999997765,74 69 293 21 371 109 143 284 372 196 662
umda,bd,3,Extremos Prolíficos,4,0,4,0.00028312717059354145,7450,80.00826446280992,24,25.450765499961562,460 69 307 919 785 227 137 86 304 828 357
umda,bd,3,TriNación Elite,4,2,2,1.5024704946182976,31850,82.57024793388429,14,24.77711150003597,460 4 208 49 785 109 732 19 65 603 156
umda,bd,3,Icon Thunder Squad,4,2,2,1.8757918079862963,180300,85.0909090909091,17,24.90091189998202,100 6 495 18 9 15 732 305 127 16 244
umda,bd,3,Liga y Nación Mixta,6,2,4,1.4108702918405727,33600,80.50413223140495,17,24.59946709999349,657 84 382 590 785 858 148 360 482 68 19
umda,bd,3,Héroes de Champions,3,2,1,1.5124626822500562,59800,86.0413223140496,20,24.07389559992589,24 4 18 15 22 17 34 23 25 273 244
umda,bd,3,Leyendas Supremas,7,2,5,2.0196705157787376,20100,82.38842975206612,14,24.61590299999807,271 69 238 49 195 293 99 68 40 488 197
umda,bd,3,Selección Épica,6,1,5,0.8421594674278828,27550,80.65289256198346,20,25.593966100015678,747 4 61 126 350 771 621 940 204 324 209
umda,bd,3,Equip ofensiu,6,0,6,0.0011681634583352045,4500,78.08264462809917,18,27.130401899921708,713 539 108 460 855 743 195 434 481 415 882
umda,bd,4,Bronce Básico,2,0,2,0.00019551049963794352,8100,72.0,8,24.11165199999232,816 848 900 984 227 977 742 923 997 247 995
umda,bd,4,Plata Versátil,2,0,2,0.0001243060584117789,5150,78.0,15,25.588736600009724,547 864 288 399 437 828 550 730 614 138 531
umda,bd,4,Liga Variada Económica,4,0,4,0.0011764840824810788,21350,75.0495867768595,12,24.922348099993542,740 436 894 914 216 777 775 966 908 823 724
umda,bd,4,Nación Única España,3,0,3,0.021167480518741087,16350,75.53719008264463,16,23.68247620004695,816 814 811 683 889 592 334 840 788 853 812
umda,bd,4,Química Compacta,3,0,3,0.00053596957906647,17700,76.00826446280992,23,24.711973400088027,981 848 743 590 592 332 578 762 801 680 724
umda,bd,4,Oro Premium,2,0,2,0.0005227224910704863,13600,85.01652892561982,14,23.84545889997389,40 21 590 49 359 14 15 113 22 247 17
umda,bd,4,Galácticos Sencillos,2,0,2,0.0045027757663528845,186550,88.0,8,22.759805700043216,16 27 7 15 95 14 0 3 2 5 177
umda,bd,4,Nación Única Brasil Elite,3,1,2,0.5069348760850154,76300,85.56198347107438,10,23.177688999916427,44 133 7 22 99 46 0 20 372 211 25
umda,bd,4,Icon Flash,3,1,2,0.522329109441918,174900,87.38842975206612,11,23.447766000055708,16 17 19 15 156 73 0 3 22 5 21
umda,bd,4,Multiliga Química,4,1,3,0.7759445676873757,23550,78.20661157024793,16,23.806925599928945,274 275 646 696 446 943 775 134 505 175 853
umda,bd,4,Híbrido Budget,5,0,5,0.0008530020765885123,22500,80.02479338842976,25,24.134520399966277,642 852 108 14 756 431 136 115 908 887 151
umda,bd,4,Defensa de Hierro,3,0,3,0.00029809316920106205,12350,82.0,21,24.27575579995755,89 27 300 49 227 331 174 548 115 434 270
umda,bd,4,Extremos Prolíficos,4,0,4,0.00014723630219647598,6100,80.0,23,26.226927199983038,274 460 805 537 227 332 40 146 505 510 355
umda,bd,4,TriNación Elite,4,2,2,1.3337168248634967,46600,83.37190082644628,18,27.147899799980223,44 133 59 22 824 551 99 0 313 211 297
umda,bd,4,Icon Thunder Squad,4,2,2,1.8380450493073874,187150,85.01652892561984,18,26.534113600035198,16 483 18 20 36 513 136 104 276 2 151
umda,bd,4,Liga y Nación Mixta,6,1,5,0.5647243005657488,18000,80.47107438016529,26,24.26636430004146,263 520 332 543 578 288 64 191 148 211 387
umda,bd,4,Héroes de Champions,3,1,2,0.5098087257021994,71850,86.29752066115702,20,24.70896640000865,6 27 137 22 34 15 376 0 148 286 17
umda,bd,4,Leyendas Supremas,7,2,5,2.003535024868051,36400,83.77685950413223,10,26.140561799984425,34 133 40 49 101 332 99 20 670 191 27
umda,bd,4,Selección Épica,6,1,5,0.7691867992012817,10250,80.18181818181819,22,24.522271699970588,274 43 543 585 756 61 532 383 204 273 618
umda,bd,4,Equip ofensiu,6,1,5,1.5137806361237998,9050,79.05785123966942,21,25.166867700056173,984 235 108 590 216 787 58 383 908 562 177
